5, 0, 150, 150, 155, 39, 0, 16, 18, 5, 16, 2
4, 0, 150, 150, 155, 34, 0, 15, 15, 4, 208, 2
3, 0, 150, 150, 155, 29, 0, 15, 14, 3, 157, 2
2, 0, 150, 150, 155, 24, 0, 12, 12, 2, 60, 2
1, 0, 150, 150, 155, 19, 0, 12, 12, 1, 173, 2
0, 0, 150, 150, 155, 14, 0, 15, 10, 0, 51, 2
11, 0, 200, 200, 205, 39, 24, 16, 16, 11, 2, 5
10, 0, 200, 200, 205, 34, 24, 16, 18, 10, 118, 5
9, 0, 200, 200, 205, 29, 24, 14, 19, 9, 10, 5
8, 0, 200, 200, 205, 24, 24, 15, 17, 8, 31, 5
7, 0, 200, 200, 205, 19, 0, 18, 12, 7, 87, 2
6, 0, 200, 200, 205, 14, 24, 15, 12, 6, 31, 5
17, 0, 250, 250, 255, 39, 24, 17, 18, 17, 43, 5
16, 0, 250, 250, 255, 34, 24, 15, 11, 16, 101, 5
15, 0, 250, 250, 255, 29, 24, 19, 11, 15, 22, 5
14, 0, 250, 250, 255, 24, 24, 19, 14, 14, 109, 5
13, 0, 250, 250, 255, 19, 24, 10, 13, 13, 12, 5
12, 0, 250, 250, 255, 14, 24, 18, 18, 12, 65, 5
23, 0, 300, 300, 305, 39, 24, 13, 14, 23, 17, 7
22, 0, 300, 300, 305, 34, 24, 13, 18, 22, 113, 5
21, 0, 300, 300, 305, 29, 24, 12, 17, 21, 234, 5
20, 0, 300, 300, 305, 24, 0, 18, 13, 20, 132, 2
19, 0, 300, 300, 305, 19, 24, 11, 11, 19, 21, 7
18, 0, 300, 300, 305, 14, 24, 15, 12, 18, 158, 5
29, 0, 350, 350, 355, 39, 19, 10, 16, 29, 78, 5
28, 0, 350, 350, 355, 34, 19, 13, 14, 28, 169, 5
27, 0, 350, 350, 355, 29, 19, 14, 15, 27, 127, 5
26, 0, 350, 350, 355, 24, 24, 19, 18, 26, 107, 5
25, 0, 350, 350, 355, 19, 19, 17, 17, 25, 87, 5
24, 0, 350, 350, 355, 14, 24, 17, 13, 24, 188, 5
35, 0, 400, 400, 405, 39, 24, 16, 15, 35, 18, 7
34, 0, 400, 400, 405, 34, 24, 14, 19, 34, 101, 5
33, 0, 400, 400, 405, 29, 24, 15, 15, 33, 38, 7
32, 0, 400, 400, 405, 24, 24, 16, 10, 32, 196, 5
31, 0, 400, 400, 405, 19, 19, 10, 12, 31, 28, 7
30, 0, 400, 400, 405, 14, 24, 13, 13, 30, 43, 7
41, 0, 450, 450, 455, 39, 0, 18, 11, 41, 65, 2
40, 0, 450, 450, 455, 34, 0, 14, 18, 40, 45, 2
39, 0, 450, 450, 455, 29, 0, 19, 14, 39, 133, 2
38, 0, 450, 450, 455, 24, 19, 10, 15, 38, 25, 5
37, 0, 450, 450, 455, 19, 0, 19, 16, 37, 129, 2
36, 0, 450, 450, 455, 14, 0, 18, 14, 36, 65, 2
47, 0, 500, 500, 505, 39, 0, 14, 15, 47, 30, 2
46, 0, 500, 500, 505, 34, 19, 13, 12, 46, 137, 5
45, 0, 500, 500, 505, 29, 0, 18, 14, 45, 12, 2
44, 0, 500, 500, 505, 24, 19, 10, 12, 44, 100, 5
43, 0, 500, 500, 505, 19, 19, 11, 19, 43, 162, 5
42, 0, 500, 500, 505, 14, 0, 18, 13, 42, 17, 2
53, 0, 550, 550, 555, 39, 0, 14, 16, 53, 20, 2
52, 0, 550, 550, 555, 34, 24, 12, 10, 52, 95, 5
51, 0, 550, 550, 555, 29, 0, 15, 15, 51, 12, 2
50, 0, 550, 550, 555, 24, 0, 11, 15, 50, 118, 2
49, 0, 550, 550, 555, 19, 0, 18, 15, 49, 104, 2
48, 0, 550, 550, 555, 14, 0, 11, 18, 48, 108, 2
59, 0, 600, 600, 605, 39, 0, 19, 11, 59, 104, 2
58, 0, 600, 600, 605, 34, 0, 14, 14, 58, 182, 2
57, 0, 600, 600, 605, 29, 0, 18, 13, 57, 59, 2
56, 0, 600, 600, 605, 24, 0, 14, 15, 56, 168, 2
55, 0, 600, 600, 605, 19, 0, 12, 15, 55, 68, 2
54, 0, 600, 600, 605, 14, 0, 19, 19, 54, 207, 2
65, 0, 650, 650, 655, 39, 24, 19, 10, 65, 18, 7
64, 0, 650, 650, 655, 34, 24, 14, 12, 64, 136, 5
63, 0, 650, 650, 655, 29, 24, 16, 16, 63, 124, 5
62, 0, 650, 650, 655, 24, 24, 17, 16, 62, 174, 5
61, 0, 650, 650, 655, 19, 24, 10, 12, 61, 119, 5
60, 0, 650, 650, 655, 14, 24, 11, 16, 60, 175, 5
71, 0, 700, 700, 705, 39, 24, 15, 12, 71, 83, 5
70, 0, 700, 700, 705, 34, 24, 11, 18, 70, 66, 5
69, 0, 700, 700, 705, 29, 24, 18, 17, 69, 26, 5
68, 0, 700, 700, 705, 24, 24, 15, 16, 68, 6, 5
67, 0, 700, 700, 705, 19, 24, 14, 17, 67, 48, 5
66, 0, 700, 700, 705, 14, 24, 13, 18, 66, 22, 5
77, 0, 750, 750, 755, 39, 19, 10, 10, 77, 186, 5
76, 0, 750, 750, 755, 34, 19, 14, 14, 76, 151, 5
75, 0, 750, 750, 755, 29, 19, 15, 19, 75, 129, 5
74, 0, 750, 750, 755, 24, 19, 13, 15, 74, 23, 5
73, 0, 750, 750, 755, 19, 19, 16, 18, 73, 154, 5
72, 0, 750, 750, 755, 14, 19, 15, 14, 72, 44, 5
83, 0, 800, 800, 805, 39, 0, 19, 12, 83, 33, 2
82, 0, 800, 800, 805, 34, 0, 16, 14, 82, 162, 2
81, 0, 800, 800, 805, 29, 0, 17, 14, 81, 52, 2
80, 0, 800, 800, 805, 24, 0, 14, 12, 80, 58, 2
79, 0, 800, 800, 805, 19, 0, 16, 15, 79, 131, 2
78, 0, 800, 800, 805, 14, 0, 13, 16, 78, 118, 2
89, 0, 850, 850, 855, 39, 19, 18, 19, 89, 106, 7
88, 0, 850, 850, 855, 34, 19, 16, 19, 88, 142, 5
87, 0, 850, 850, 855, 29, 19, 15, 15, 87, 173, 5
86, 0, 850, 850, 855, 24, 19, 17, 13, 86, 91, 7
85, 0, 850, 850, 855, 19, 19, 16, 14, 85, 33, 7
84, 0, 850, 850, 855, 14, 19, 16, 19, 84, 184, 5
95, 0, 900, 900, 905, 39, 0, 18, 14, 95, 224, 2
94, 0, 900, 900, 905, 34, 0, 12, 12, 94, 43, 2
93, 0, 900, 900, 905, 29, 0, 16, 17, 93, 88, 2
92, 0, 900, 900, 905, 24, 0, 14, 10, 92, 189, 2
91, 0, 900, 900, 905, 19, 0, 16, 10, 91, 152, 2
90, 0, 900, 900, 905, 14, 0, 14, 18, 90, 141, 2
101, 0, 950, 950, 955, 39, 19, 12, 13, 101, 226, 5
100, 0, 950, 950, 955, 34, 19, 14, 19, 100, 16, 5
99, 0, 950, 950, 955, 29, 19, 12, 10, 99, 132, 5
98, 0, 950, 950, 955, 24, 19, 18, 14, 98, 208, 5
97, 0, 950, 950, 955, 19, 19, 11, 15, 97, 166, 5
96, 0, 950, 950, 955, 14, 19, 16, 11, 96, 29, 5
