5, 0, 150, 150, 155, 39, 0, 16, 18, 5, 16, 1.4685, 2
4, 0, 150, 150, 155, 34, 0, 15, 15, 4, 208, 1.4685, 2
3, 0, 150, 150, 155, 29, 0, 15, 14, 3, 157, 1.4685, 2
2, 0, 150, 150, 155, 24, 0, 12, 12, 2, 60, 1.4685, 2
1, 0, 150, 150, 155, 19, 0, 12, 12, 1, 173, 1.4685, 2
0, 0, 150, 150, 155, 14, 0, 15, 10, 0, 51, 1.4685, 2
11, 0, 200, 200, 205, 39, 24, 16, 16, 11, 2, 1.4685, 5
10, 0, 200, 200, 205, 34, 24, 16, 18, 10, 118, 1.4685, 5
9, 0, 200, 200, 205, 29, 24, 14, 19, 9, 10, 1.4685, 5
8, 0, 200, 200, 205, 24, 24, 15, 17, 8, 31, 1.4685, 5
7, 0, 200, 200, 205, 19, 0, 18, 12, 7, 87, 1.4685, 2
6, 0, 200, 200, 205, 14, 24, 15, 12, 6, 31, 1.4685, 5
17, 0, 250, 250, 255, 39, 24, 17, 18, 17, 43, 1.55505, 7
16, 0, 250, 250, 255, 34, 24, 15, 11, 16, 101, 1.55505, 5
15, 0, 250, 250, 255, 29, 24, 19, 11, 15, 22, 1.55505, 7
14, 0, 250, 250, 255, 24, 24, 19, 14, 14, 109, 1.55505, 5
13, 0, 250, 250, 255, 19, 24, 10, 13, 13, 12, 1.55505, 7
12, 0, 250, 250, 255, 14, 24, 18, 18, 12, 65, 1.55505, 7
23, 0, 300, 300, 305, 39, 24, 13, 14, 23, 17, 1.6391, 7
22, 0, 300, 300, 305, 34, 24, 13, 18, 22, 113, 1.6391, 5
21, 0, 300, 300, 305, 29, 24, 12, 17, 21, 234, 1.6391, 5
20, 0, 300, 300, 305, 24, 0, 18, 13, 20, 132, 1.6391, 2
19, 0, 300, 300, 305, 19, 24, 11, 11, 19, 21, 1.6391, 7
18, 0, 300, 300, 305, 14, 24, 15, 12, 18, 158, 1.6391, 5
29, 0, 350, 350, 355, 39, 24, 10, 16, 29, 78, 1.6391, 7
28, 0, 350, 350, 355, 34, 24, 13, 14, 28, 169, 1.6391, 5
27, 0, 350, 350, 355, 29, 24, 14, 15, 27, 127, 1.6391, 5
26, 0, 350, 350, 355, 24, 24, 19, 18, 26, 107, 1.6391, 5
25, 0, 350, 350, 355, 19, 19, 17, 17, 25, 87, 1.6391, 7
24, 0, 350, 350, 355, 14, 24, 17, 13, 24, 188, 1.6391, 5
35, 0, 400, 400, 405, 39, 24, 16, 15, 35, 18, 1.62739, 7
34, 0, 400, 400, 405, 34, 24, 14, 19, 34, 101, 1.62739, 5
33, 0, 400, 400, 405, 29, 24, 15, 15, 33, 38, 1.62739, 7
32, 0, 400, 400, 405, 24, 24, 16, 10, 32, 196, 1.62739, 5
31, 0, 400, 400, 405, 19, 19, 10, 12, 31, 28, 1.62739, 7
30, 0, 400, 400, 405, 14, 24, 13, 13, 30, 43, 1.62739, 7
41, 0, 450, 450, 455, 39, 0, 18, 11, 41, 65, 1.61712, 2
40, 0, 450, 450, 455, 34, 0, 14, 18, 40, 45, 1.61712, 2
39, 0, 450, 450, 455, 29, 0, 19, 14, 39, 133, 1.61712, 2
38, 0, 450, 450, 455, 24, 19, 10, 15, 38, 25, 1.61712, 7
37, 0, 450, 450, 455, 19, 0, 19, 16, 37, 129, 1.61712, 2
36, 0, 450, 450, 455, 14, 0, 18, 14, 36, 65, 1.61712, 2
47, 0, 500, 500, 505, 39, 0, 14, 15, 47, 30, 1.58314, 2
