5, 0, 150, 150, 155, 39, 0, 16, 18, 5, 38, 2
4, 0, 150, 150, 155, 34, 0, 15, 15, 4, 142, 2
3, 0, 150, 150, 155, 29, 0, 15, 14, 3, 60, 2
2, 0, 150, 150, 155, 24, 0, 12, 12, 2, 114, 2
1, 0, 150, 150, 155, 19, 0, 12, 12, 1, 27, 2
0, 0, 150, 150, 155, 14, 0, 15, 10, 0, 108, 2
11, 0, 200, 200, 205, 39, 24, 16, 16, 11, 110, 5
10, 0, 200, 200, 205, 34, 24, 16, 18, 10, 38, 5
9, 0, 200, 200, 205, 29, 24, 14, 19, 9, 15, 5
8, 0, 200, 200, 205, 24, 24, 15, 17, 8, 232, 5
7, 0, 200, 200, 205, 19, 0, 18, 12, 7, 21, 2
6, 0, 200, 200, 205, 14, 24, 15, 12, 6, 15, 5
17, 0, 250, 250, 255, 39, 24, 17, 18, 17, 80, 5
16, 0, 250, 250, 255, 34, 24, 15, 11, 16, 139, 5
15, 0, 250, 250, 255, 29, 24, 19, 11, 15, 22, 5
14, 0, 250, 250, 255, 24, 24, 19, 14, 14, 29, 5
13, 0, 250, 250, 255, 19, 24, 10, 13, 13, 146, 5
12, 0, 250, 250, 255, 14, 24, 18, 18, 12, 90, 5
23, 0, 300, 300, 305, 39, 24, 13, 14, 23, 150, 5
22, 0, 300, 300, 305, 34, 24, 13, 18, 22, 33, 7
21, 0, 300, 300, 305, 29, 24, 12, 17, 21, 103, 5
20, 0, 300, 300, 305, 24, 0, 18, 13, 20, 114, 2
19, 0, 300, 300, 305, 19, 24, 11, 11, 19, 57, 7
18, 0, 300, 300, 305, 14, 24, 15, 12, 18, 43, 7
29, 0, 350, 350, 355, 39, 24, 10, 16, 29, 165, 5
28, 0, 350, 350, 355, 34, 24, 13, 14, 28, 67, 7
27, 0, 350, 350, 355, 29, 24, 14, 15, 27, 15, 7
26, 0, 350, 350, 355, 24, 24, 19, 18, 26, 18, 5
25, 0, 350, 350, 355, 19, 19, 17, 17, 25, 14, 5
24, 0, 350, 350, 355, 14, 24, 17, 13, 24, 133, 5
35, 0, 400, 400, 405, 39, 24, 16, 15, 35, 199, 5
34, 0, 400, 400, 405, 34, 24, 14, 19, 34, 91, 5
33, 0, 400, 400, 405, 29, 24, 15, 15, 33, 138, 5
32, 0, 400, 400, 405, 24, 24, 16, 10, 32, 84, 5
31, 0, 400, 400, 405, 19, 19, 10, 12, 31, 83, 5
30, 0, 400, 400, 405, 14, 24, 13, 13, 30, 17, 7
41, 0, 450, 450, 455, 39, 0, 18, 11, 41, 39, 2
40, 0, 450, 450, 455, 34, 0, 14, 18, 40, 143, 2
39, 0, 450, 450, 455, 29, 0, 19, 14, 39, 77, 2
38, 0, 450, 450, 455, 24, 19, 10, 15, 38, 112, 5
37, 0, 450, 450, 455, 19, 0, 19, 16, 37, 25, 2
36, 0, 450, 450, 455, 14, 0, 18, 14, 36, 31, 2
47, 0, 500, 500, 505, 39, 0, 14, 15, 47, 98, 2
46, 0, 500, 500, 505, 34, 19, 13, 12, 46, 134, 5
45, 0, 500, 500, 505, 29, 0, 18, 14, 45, 47, 2
44, 0, 500, 500, 505, 24, 19, 10, 12, 44, 84, 5
